Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI
06/30/2021,24037,26,St. Mary's County,MD,50.3,57090,57089,59.6,53930,62.4,13016,85.7,98.6,61424.0,54.1,61422.0,64.1,57751.0,66.8,13707.0,90.2,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
06/30/2021,45041,26,Florence County,SC,37.6,51965,51898,44.3,50614,47.8,18960,78.8,93.5,58288.0,42.1,58188.0,49.6,56299.0,53.2,20387.0,84.7,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
06/30/2021,39073,26,Hocking County,OH,35.7,10099,10099,41.5,9822,44.4,3887,70.6,97.6,10216.0,36.1,10216.0,42.0,9894.0,44.7,3955.0,71.9,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
06/30/2021,51179,26,Stafford County,VA,29.0,44389,44297,34.7,41283,36.5,8495,51.7,51.2,50683.0,33.2,50529.0,39.6,46371.0,40.9,9310.0,56.7,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
06/30/2021,18069,26,Huntington County,IN,39.9,14581,14581,46.5,14251,49.8,5685,88.9,98.6,14933.0,40.9,14933.0,47.6,14534.0,50.8,5813.0,90.9,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
06/30/2021,37017,26,Bladen County,NC,24.4,7985,7984,27.9,7837,30.1,3928,52.7,96.3,10065.0,30.8,10062.0,35.2,9848.0,37.8,4881.0,65.4,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
06/30/2021,54043,26,Lincoln County,WV,14.8,3019,3018,17.3,2838,17.9,1137,27.9,56.8,3766.0,18.5,3764.0,21.6,3441.0,21.7,1263.0,31.0,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI
06/30/2021,72125,26,San German Municipio,PR,48.8,14739,14738,54.7,14082,56.8,4281,83.3,95.5,16314.0,54.0,16309.0,60.5,15237.0,61.4,4582.0,89.2,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
06/30/2021,16061,26,Lewis County,ID,34.4,1321,1321,39.8,1319,43.9,724,70.2,97.8,1453.0,37.9,1453.0,43.8,1452.0,48.3,770.0,74.7,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
06/30/2021,12089,26,Nassau County,FL,40.7,36097,36096,46.7,35436,49.8,16721,82.7,98.7,39556.0,44.6,39552.0,51.2,38699.0,54.4,17937.0,88.7,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
06/30/2021,30017,26,Custer County,MT,31.7,3611,3611,36.6,3594,39.7,1635,69.3,95.5,3845.0,33.7,3845.0,39.0,3802.0,42.0,1688.0,71.5,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
06/30/2021,17171,26,Scott County,IL,29.8,1476,1475,34.3,1450,37.1,628,64.6,97.6,1684.0,34.0,1681.0,39.1,1643.0,42.0,659.0,67.8,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
06/30/2021,42105,26,Potter County,PA,24.9,4111,4111,28.6,4051,30.7,1958,48.4,93.6,4149.0,25.1,,0.0,,0.0,,0.0,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
06/30/2021,06005,26,Amador County,CA,37.4,14882,14865,41.5,14582,43.2,7054,64.4,97.3,21370.0,53.8,21340.0,59.6,20771.0,61.6,9811.0,89.6,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,51165,26,Rockingham County,VA,11.3,9260,9245,13.1,8828,13.8,3262,20.4,51.2,10175.0,12.4,10142.0,14.4,9664.0,15.1,3481.0,21.8,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI
06/30/2021,01057,26,Fayette County,AL,23.2,3781,3780,26.9,3758,29.2,1861,52.5,91.8,4407.0,27.0,4405.0,31.4,4359.0,33.9,2116.0,59.7,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,13031,26,Bulloch County,GA,19.2,15288,15288,22.1,15005,23.5,5392,58.2,53.1,17522.0,22.0,17520.0,25.4,17052.0,26.7,5988.0,64.6,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
06/30/2021,08057,26,Jackson County,CO,21.0,293,293,23.8,289,24.9,94,29.0,75.6,,0.0,,0.0,,0.0,,0.0,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
06/30/2021,24003,26,Anne Arundel County,MD,58.6,339272,339264,68.8,319956,71.1,77880,89.5,98.6,371465.0,64.1,371442.0,75.4,348558.0,77.4,82466.0,94.8,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
06/30/2021,48469,26,Victoria County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,High,,,,
06/30/2021,53025,26,Grant County,WA,38.1,37226,37225,47.3,35979,52.1,10371,75.5,96.1,41306.0,42.3,41303.0,52.5,39486.0,57.2,10793.0,78.6,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI
06/30/2021,45005,26,Allendale County,SC,40.1,3485,3482,45.7,3454,49.1,1251,68.8,93.5,3970.0,45.7,3964.0,52.0,3913.0,55.6,1360.0,74.8,High,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
06/30/2021,08011,26,Bent County,CO,9.8,546,545,10.9,521,11.0,162,15.4,75.6,,0.0,,0.0,,0.0,,0.0,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
06/30/2021,27145,26,Stearns County,MN,42.3,68158,68033,50.0,65120,52.6,20644,82.8,95.0,77651.0,48.2,77468.0,56.9,74092.0,59.9,24143.0,96.9,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
06/30/2021,48369,26,Parmer County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,High,,,,
06/30/2021,48317,26,Martin County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,Low-Mod,,,,
06/30/2021,54003,26,Berkeley County,WV,26.9,32007,31997,31.6,30646,33.4,10271,57.3,56.8,39065.0,32.8,39043.0,38.6,37217.0,40.6,11777.0,65.7,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
06/30/2021,13285,26,Troup County,GA,13.0,9055,9054,15.4,8833,16.7,3929,36.9,53.1,,0.0,,0.0,,0.0,,0.0,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
06/30/2021,26025,26,Calhoun County,MI,38.8,52038,52038,45.6,50321,48.5,17978,73.6,94.1,55427.0,41.3,55424.0,48.5,54044.0,52.1,19191.0,78.5,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
06/30/2021,40095,26,Marshall County,OK,30.8,5217,5217,36.2,5149,39.5,2283,61.7,93.4,6404.0,37.8,6404.0,44.4,6258.0,48.0,2664.0,72.0,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
06/30/2021,48315,26,Marion County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,Mod-High,,,,
06/30/2021,17189,26,Washington County,IL,39.8,5527,5523,45.9,5392,49.2,2139,74.3,97.6,6477.0,46.6,6470.0,53.8,6259.0,57.2,2407.0,83.6,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
06/30/2021,20013,26,Brown County,KS,43.3,4144,4144,52.3,4002,56.0,1632,82.3,93.2,4507.0,47.1,4507.0,56.8,4279.0,59.9,1712.0,86.3,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
06/30/2021,47047,26,Fayette County,TN,37.5,15436,15436,42.6,15179,45.3,6146,67.7,97.8,17214.0,41.8,17210.0,47.5,16854.0,50.3,6751.0,74.4,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
06/30/2021,48371,26,Pecos County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,High,,,,
06/30/2021,20143,26,Ottawa County,KS,30.4,1734,1734,35.1,1713,38.4,749,61.7,93.2,1855.0,32.5,1855.0,37.5,1824.0,40.9,786.0,64.8,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
06/30/2021,12109,26,St. Johns County,FL,51.0,134996,134993,59.0,129665,62.5,49357,90.3,98.7,147069.0,55.6,147052.0,64.2,140349.0,67.6,52278.0,95.7,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
06/30/2021,40067,26,Jefferson County,OK,30.3,1819,1819,36.1,1806,39.7,848,65.8,93.4,2053.0,34.2,2053.0,40.7,2034.0,44.7,951.0,73.8,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
06/30/2021,37105,26,Lee County,NC,38.0,23481,23477,45.0,22806,48.4,8170,78.5,96.3,26882.0,43.5,26868.0,51.5,25891.0,54.9,8637.0,83.0,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
06/30/2021,39041,26,Delaware County,OH,58.8,123028,123028,70.2,114064,73.6,26584,89.9,97.6,126364.0,60.4,126360.0,72.1,116034.0,74.9,26934.0,91.0,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
06/30/2021,21093,26,Hardin County,KY,44.0,48770,48769,52.5,46960,56.0,13268,82.8,93.3,56222.0,50.7,56220.0,60.5,53719.0,64.1,14780.0,92.2,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
06/30/2021,50023,26,Washington County,VT,38.4,22448,22447,43.6,21033,44.2,6462,54.9,73.8,25317.0,43.3,25309.0,49.1,23684.0,49.7,6818.0,57.9,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
06/30/2021,37191,26,Wayne County,NC,33.8,41620,41594,40.1,40632,43.2,13627,65.5,96.3,48221.0,39.2,48176.0,46.5,46752.0,49.7,15156.0,72.9,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
06/30/2021,18063,26,Hendricks County,IN,54.8,93333,93329,65.0,88732,69.2,24393,99.9,98.6,94243.0,55.3,,0.0,,0.0,24554.0,99.9,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
06/30/2021,16063,26,Lincoln County,ID,26.5,1423,1423,32.0,1423,36.5,520,68.5,97.8,1566.0,29.2,1566.0,35.2,1566.0,40.2,562.0,74.0,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,06077,26,San Joaquin County,CA,36.3,276799,276335,44.0,264204,47.4,71510,71.7,97.3,392061.0,51.4,390978.0,62.2,369700.0,66.3,95187.0,95.4,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
06/30/2021,13077,26,Coweta County,GA,18.9,28110,28107,22.3,27332,24.2,9282,43.8,53.1,30890.0,20.8,30883.0,24.5,29613.0,26.3,10248.0,48.4,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low-Mod VC/Low SVI
06/30/2021,13039,26,Camden County,GA,31.2,17047,17047,37.5,16705,40.3,5144,66.2,53.1,18613.0,34.0,18608.0,40.9,18029.0,43.5,5929.0,76.2,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,21233,26,Webster County,KY,30.2,3909,3909,35.8,3876,39.1,1669,71.2,93.3,4387.0,33.9,4387.0,40.2,4313.0,43.5,1758.0,75.0,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,High VC/High SVI
06/30/2021,26059,26,Hillsdale County,MI,29.4,13408,13408,34.1,13065,36.5,5694,61.9,94.1,14058.0,30.8,14058.0,35.8,13744.0,38.4,5902.0,64.1,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,17015,26,Carroll County,IL,46.0,6582,6579,52.5,6512,56.4,2760,74.8,97.6,7571.0,52.9,7565.0,60.4,7447.0,64.5,3115.0,84.4,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
06/30/2021,40081,26,Lincoln County,OK,27.2,9470,9470,32.0,9317,34.9,3896,60.0,93.4,11016.0,31.6,11016.0,37.2,10803.0,40.5,4357.0,67.1,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
06/30/2021,72009,26,Aibonito Municipio,PR,63.9,14129,14126,71.6,13424,74.0,3740,99.5,95.5,15009.0,67.9,15003.0,76.1,14126.0,77.9,3827.0,99.9,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
06/30/2021,01011,26,Bullock County,AL,32.4,3275,3275,37.7,3252,40.7,1166,68.1,91.8,4212.0,41.7,4210.0,48.5,4124.0,51.6,1377.0,80.5,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
06/30/2021,20105,26,Lincoln County,KS,34.1,1011,1011,39.4,1000,43.1,508,67.5,93.2,1089.0,36.8,1089.0,42.4,1068.0,46.1,530.0,70.4,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
06/30/2021,26103,26,Marquette County,MI,53.8,35894,35894,61.0,34477,62.9,11476,87.7,94.1,37907.0,56.8,37905.0,64.4,36529.0,66.7,11942.0,91.2,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
06/30/2021,29127,26,Marion County,MO,31.0,8833,8833,36.5,8708,39.7,3841,73.5,90.6,9593.0,33.6,9591.0,39.7,9402.0,42.9,3991.0,76.3,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,High VC/Mod-High SVI
06/30/2021,26165,26,Wexford County,MI,39.2,13194,13194,46.2,12739,49.2,4586,69.7,94.1,14122.0,42.0,14122.0,49.5,13858.0,53.5,5139.0,78.1,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,27059,26,Isanti County,MN,30.0,12166,12157,35.3,11702,37.7,4365,64.9,95.0,14061.0,34.6,14045.0,40.8,13474.0,43.4,4998.0,74.3,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
06/30/2021,16077,26,Power County,ID,35.8,2751,2751,45.1,2748,51.5,923,76.7,97.8,2973.0,38.7,2973.0,48.7,2969.0,55.7,953.0,79.2,Mod-High,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
06/30/2021,21079,26,Garrard County,KY,35.6,6288,6288,41.6,6164,44.8,2287,70.5,93.3,6904.0,39.1,6904.0,45.7,6717.0,48.8,2401.0,74.1,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
06/30/2021,19105,26,Jones County,IA,48.2,9964,9964,55.5,9656,59.1,3612,82.6,97.5,10429.0,50.4,10429.0,58.1,10077.0,61.7,3698.0,84.5,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
06/30/2021,27127,26,Redwood County,MN,40.4,6131,6121,48.1,5909,51.9,2563,78.3,95.0,6742.0,44.4,6724.0,52.8,6465.0,56.8,2712.0,82.9,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
06/30/2021,01081,26,Lee County,AL,27.8,45822,45822,32.4,44677,34.4,11585,56.8,91.8,52758.0,32.1,52756.0,37.3,51037.0,39.3,13141.0,64.4,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,17011,26,Bureau County,IL,38.6,12579,12562,44.4,12154,47.2,5044,68.7,97.6,17007.0,52.1,16971.0,59.9,16264.0,63.2,6448.0,87.9,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
06/30/2021,46107,26,Potter County,SD,39.9,860,860,46.1,850,50.1,435,69.3,83.0,,0.0,,0.0,,0.0,,0.0,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,Mod-High VC/Low SVI
06/30/2021,26157,26,Tuscola County,MI,35.6,18614,18613,40.8,18158,43.6,7415,68.2,94.1,19866.0,38.0,19862.0,43.5,19609.0,47.1,8261.0,75.9,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
06/30/2021,05137,26,Stone County,AR,27.1,3384,3384,30.8,3354,33.1,1751,50.2,89.0,3830.0,30.6,3828.0,34.8,3767.0,37.2,1883.0,54.0,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,56043,26,Washakie County,WY,29.6,2307,2307,34.1,2263,37.6,1179,68.2,96.1,2498.0,32.0,2498.0,36.9,2436.0,40.5,1254.0,72.5,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
06/30/2021,47011,26,Bradley County,TN,27.5,29687,29686,31.9,29184,34.6,11481,61.3,97.8,32267.0,29.8,32264.0,34.7,31572.0,37.4,12121.0,64.7,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,35028,26,Los Alamos County,NM,61.6,11938,11938,71.6,10891,72.1,2554,72.9,82.0,,0.0,,0.0,,0.0,,0.0,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
06/30/2021,44001,26,Bristol County,RI,62.9,30489,30486,70.8,28340,71.9,9320,95.2,95.3,31673.0,65.3,,0.0,,0.0,,0.0,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
06/30/2021,45017,26,Calhoun County,SC,26.2,3810,3806,29.7,3751,31.7,1644,47.2,93.5,4413.0,30.3,4407.0,34.4,4329.0,36.6,1820.0,52.3,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
06/30/2021,31097,26,Johnson County,NE,41.8,2120,2120,47.5,2097,50.9,690,71.5,88.8,,0.0,,0.0,,0.0,,0.0,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
06/30/2021,35045,26,San Juan County,NM,53.8,66633,66627,64.5,61581,67.2,15944,82.2,82.0,66991.0,54.0,,0.0,,0.0,,0.0,High,High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
06/30/2021,21063,26,Elliott County,KY,23.9,1799,1799,27.1,1782,28.8,571,37.3,93.3,2001.0,26.6,2001.0,30.1,1975.0,31.9,618.0,40.4,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
06/30/2021,05089,26,Marion County,AR,23.3,3898,3898,26.5,3875,28.4,2109,43.4,89.0,4727.0,28.3,4727.0,32.1,4686.0,34.3,2534.0,52.2,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI
06/30/2021,37005,26,Alleghany County,NC,42.4,4724,4722,47.6,4683,50.6,2201,70.6,96.3,5655.0,50.8,5651.0,57.0,5561.0,60.1,2544.0,81.6,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
06/30/2021,24023,26,Garrett County,MD,39.3,11415,11414,44.5,11163,47.1,4886,72.8,98.6,12504.0,43.1,12503.0,48.7,12207.0,51.5,5153.0,76.8,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
06/30/2021,47049,26,Fentress County,TN,22.9,4243,4243,26.4,4222,28.7,2281,55.0,97.8,4502.0,24.3,4500.0,28.0,4470.0,30.3,2359.0,56.9,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,38005,26,Benson County,ND,30.2,2061,2061,39.7,1976,44.6,658,66.9,95.2,2503.0,36.6,2495.0,48.0,2314.0,52.2,711.0,72.3,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
06/30/2021,32013,26,Humboldt County,NV,30.3,5102,5101,37.0,5000,40.6,1632,67.2,94.9,5672.0,33.7,5671.0,41.1,5523.0,44.9,1790.0,73.8,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,08123,26,Weld County,CO,32.4,105098,104809,39.0,98299,40.9,18912,46.9,75.6,,0.0,,0.0,,0.0,,0.0,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
06/30/2021,39049,26,Franklin County,OH,48.1,633869,633860,57.3,604744,59.8,135309,82.9,97.6,656198.0,49.8,656180.0,59.4,622062.0,61.5,138266.0,84.8,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
06/30/2021,28003,26,Alcorn County,MS,24.0,8883,8882,28.1,8775,30.6,3804,54.6,98.3,10193.0,27.6,10191.0,32.2,10066.0,35.1,4300.0,61.7,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,22079,26,Rapides Parish,LA,30.7,39747,39745,36.6,39015,39.9,14802,68.2,95.8,44729.0,34.5,44727.0,41.2,43652.0,44.7,15829.0,72.9,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
06/30/2021,29147,26,Nodaway County,MO,35.3,7794,7794,39.2,7676,41.1,2797,81.0,90.6,8400.0,38.0,8400.0,42.3,8235.0,44.1,2874.0,83.2,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
06/30/2021,72077,26,Juncos Municipio,PR,44.9,17125,17122,50.3,16043,51.2,3884,59.9,95.5,18551.0,48.6,18542.0,54.5,17128.0,54.7,4089.0,63.0,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,40111,26,Okmulgee County,OK,28.9,11114,11114,34.1,10978,37.2,4517,61.7,93.4,12835.0,33.4,12835.0,39.3,12627.0,42.8,5019.0,68.5,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
06/30/2021,28071,26,Lafayette County,MS,40.1,21684,21683,45.7,21134,48.0,5356,74.3,98.3,,0.0,,0.0,,0.0,5615.0,77.9,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI
06/30/2021,08117,26,Summit County,CO,54.2,16800,16734,60.5,15856,61.0,1611,36.3,75.6,18568.0,59.9,,0.0,,0.0,,0.0,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,Low-Mod VC/Low SVI
06/30/2021,27043,26,Faribault County,MN,44.3,6042,6037,51.4,5845,54.9,2718,85.6,95.0,6545.0,47.9,6537.0,55.6,6311.0,59.3,2818.0,88.8,Low,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
06/30/2021,46073,26,Jerauld County,SD,35.2,708,708,41.9,704,45.7,326,59.5,83.0,,0.0,,0.0,,0.0,,0.0,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
06/30/2021,46075,26,Jones County,SD,41.0,370,370,48.3,363,51.3,177,82.3,83.0,376.0,41.6,,0.0,,0.0,,0.0,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
