Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI
06/30/2021,01083,26,Limestone County,AL,24.5,24250,24250,28.6,23897,31.1,9220,61.1,91.8,27552.0,27.9,27552.0,32.5,26968.0,35.1,9830.0,65.2,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,37061,26,Duplin County,NC,26.9,15812,15811,31.8,15593,34.8,6151,53.9,96.3,18272.0,31.1,18255.0,36.8,17780.0,39.7,6591.0,57.8,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
06/30/2021,29115,26,Linn County,MO,32.8,3912,3912,38.5,3861,42.2,1793,70.4,90.6,4561.0,38.3,4560.0,44.8,4481.0,49.0,1971.0,77.4,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
06/30/2021,55103,26,Richland County,WI,46.5,8030,8030,53.8,7707,57.0,3286,80.9,97.0,8615.0,49.9,8615.0,57.7,8199.0,60.7,3402.0,83.7,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
06/30/2021,28081,26,Lee County,MS,29.2,24962,24961,34.9,24546,38.3,8814,68.0,98.3,25501.0,29.8,25498.0,35.7,24951.0,38.9,9060.0,69.9,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
06/30/2021,72035,26,Cayey Municipio,PR,54.4,23088,23084,61.0,21629,62.1,6033,83.7,95.5,24158.0,57.0,24147.0,63.8,22508.0,64.7,6294.0,87.3,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
06/30/2021,22113,26,Vermilion Parish,LA,22.2,13202,13200,26.5,12974,29.1,5144,54.7,95.8,14635.0,24.6,14633.0,29.4,14313.0,32.1,5471.0,58.2,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
06/30/2021,19099,26,Jasper County,IA,45.6,16956,16956,53.2,16470,56.9,5801,80.0,97.5,18117.0,48.7,18117.0,56.8,17479.0,60.4,6076.0,83.8,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
06/30/2021,48401,26,Rusk County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,High,,,,
06/30/2021,45069,26,Marlboro County,SC,29.3,7644,7635,33.7,7507,35.9,2892,59.5,93.5,8766.0,33.6,8752.0,38.6,8578.0,41.0,3152.0,64.8,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
06/30/2021,13075,26,Cook County,GA,25.9,4476,4476,30.9,4426,34.2,1791,61.9,53.1,5059.0,29.3,5056.0,34.9,4962.0,38.3,1975.0,68.3,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
06/30/2021,17119,26,Madison County,IL,40.7,106905,106731,47.3,102606,49.8,33337,71.9,97.6,138581.0,52.7,138192.0,61.2,131525.0,63.9,41683.0,90.0,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI
06/30/2021,08051,26,Gunnison County,CO,36.5,6369,6352,40.7,5988,41.2,493,20.7,75.6,6411.0,36.7,,0.0,,0.0,649.0,27.2,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Low VC/Low SVI
06/30/2021,36087,26,Rockland County,NY,46.6,151848,151840,57.5,144173,61.8,40583,78.4,97.4,166220.0,51.0,166193.0,63.0,156750.0,67.2,43715.0,84.4,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
06/30/2021,21103,26,Henry County,KY,41.2,6645,6645,48.4,6493,52.4,2318,79.8,93.3,7332.0,45.5,7329.0,53.4,7123.0,57.5,2443.0,84.1,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
06/30/2021,72127,26,San Juan Municipio,PR,43.3,137726,137710,48.5,131963,50.5,36728,67.8,95.5,163552.0,51.4,163461.0,57.6,155727.0,59.6,42701.0,78.9,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI,Mod-High VC/Low SVI
06/30/2021,37125,26,Moore County,NC,43.7,44126,44084,51.0,42568,53.7,20064,82.9,96.3,49975.0,49.5,49896.0,57.7,47884.0,60.4,21422.0,88.5,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
06/30/2021,47155,26,Sevier County,TN,32.8,32243,32242,37.8,31719,40.5,13056,65.4,97.8,35221.0,35.8,35217.0,41.3,34447.0,44.0,13870.0,69.4,Mod-High,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,51095,26,James City County,VA,6.6,5041,5037,7.5,4854,7.9,1639,8.3,51.2,6008.0,7.9,5999.0,8.9,5718.0,9.3,1755.0,8.9,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
06/30/2021,45057,26,Lancaster County,SC,29.2,28578,28545,34.1,27795,36.1,11232,53.5,93.5,36420.0,37.2,36364.0,43.5,35329.0,45.9,15482.0,73.7,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,28139,26,Tippah County,MS,25.8,5676,5675,30.5,5630,33.7,2530,68.0,98.3,6221.0,28.3,6220.0,33.4,6167.0,36.9,2709.0,72.8,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
06/30/2021,16073,26,Owyhee County,ID,21.6,2552,2552,25.7,2552,28.9,1025,48.0,97.8,2835.0,24.0,2835.0,28.5,2835.0,32.2,1107.0,51.9,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
06/30/2021,72123,26,Salinas Municipio,PR,46.5,12605,12604,52.1,12126,54.5,3424,74.2,95.5,14198.0,52.3,14198.0,58.7,13477.0,60.5,3586.0,77.8,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
06/30/2021,42117,26,Tioga County,PA,33.1,13442,13441,38.1,13171,40.5,6006,65.6,93.6,14481.0,35.7,14479.0,41.0,13854.0,42.6,6011.0,65.7,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
06/30/2021,05123,26,St. Francis County,AR,30.2,7537,7532,35.0,7480,37.9,2673,63.5,89.0,8947.0,35.8,8939.0,41.6,8853.0,44.8,3042.0,72.3,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
06/30/2021,46125,26,Turner County,SD,30.8,2581,2581,36.6,2504,39.5,939,52.4,83.0,,0.0,,0.0,,0.0,,0.0,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
06/30/2021,12047,26,Hamilton County,FL,24.7,3570,3570,28.3,3531,30.2,1728,64.9,98.7,3988.0,27.6,3988.0,31.6,3920.0,33.6,1786.0,67.0,High,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
06/30/2021,01021,26,Chilton County,AL,20.9,9287,9287,24.8,9170,27.1,4055,53.4,91.8,11444.0,25.8,11441.0,30.5,11228.0,33.2,4731.0,62.3,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
06/30/2021,20021,26,Cherokee County,KS,29.9,5956,5956,34.9,5874,38.2,2420,61.6,93.2,6664.0,33.4,6664.0,39.0,6521.0,42.4,2596.0,66.1,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
06/30/2021,13283,26,Treutlen County,GA,5.4,373,373,6.4,370,6.9,134,10.4,53.1,452.0,6.5,,0.0,,0.0,,0.0,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
06/30/2021,30095,26,Stillwater County,MT,33.1,3195,3194,37.9,3171,41.7,1582,69.8,95.5,3415.0,35.4,3415.0,40.5,3380.0,44.4,1659.0,73.1,Low,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI
06/30/2021,42127,26,Wayne County,PA,47.6,24467,24458,53.0,23620,54.9,8689,68.8,93.6,28470.0,55.4,28464.0,61.7,27329.0,63.6,10116.0,80.1,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
06/30/2021,08077,26,Mesa County,CO,28.2,43524,43437,32.7,41691,34.3,15469,50.9,75.6,,0.0,,0.0,,0.0,,0.0,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,48507,26,Zavala County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,High,,,,
06/30/2021,40035,26,Craig County,OK,36.8,5200,5200,42.7,5139,46.2,2176,76.5,93.4,6202.0,43.9,6202.0,50.9,6106.0,54.9,2549.0,89.6,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
06/30/2021,31031,26,Cherry County,NE,26.0,1480,1480,30.9,1455,33.4,738,58.6,88.8,1547.0,27.2,,0.0,,0.0,,0.0,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
06/30/2021,29201,26,Scott County,MO,31.6,12096,12096,37.6,11963,41.1,5233,73.7,90.6,13394.0,35.0,13393.0,41.6,13183.0,45.3,5585.0,78.7,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
06/30/2021,17161,26,Rock Island County,IL,40.6,57575,57505,47.6,55716,50.5,20241,72.2,97.6,78206.0,55.1,78046.0,64.6,74426.0,67.5,25223.0,89.9,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
06/30/2021,05109,26,Pike County,AR,25.6,2739,2736,29.6,2711,32.3,1245,56.7,89.0,3389.0,31.6,3384.0,36.6,3348.0,39.8,1580.0,72.0,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,39103,26,Medina County,OH,50.2,90196,90196,58.2,85876,61.3,28053,84.5,97.6,93345.0,51.9,93345.0,60.2,88405.0,63.1,28326.0,85.4,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI
06/30/2021,25005,26,Bristol County,MA,48.8,275893,275407,56.1,262104,58.3,72975,74.6,89.2,309395.0,54.7,308625.0,62.9,291557.0,64.9,79795.0,81.6,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
06/30/2021,21049,26,Clark County,KY,42.5,15418,15418,49.8,14852,52.6,4756,72.0,93.3,17228.0,47.5,17227.0,55.6,16521.0,58.6,5150.0,77.9,Mod-High,Mod-High VC/Mod-High SVI,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
06/30/2021,13109,26,Evans County,GA,12.9,1372,1372,15.5,1339,17.1,491,28.3,53.1,1483.0,13.9,,0.0,,0.0,,0.0,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
06/30/2021,13297,26,Walton County,GA,15.8,14933,14933,18.7,14524,20.3,5812,39.1,53.1,15772.0,16.7,15770.0,19.7,15173.0,21.2,6121.0,41.2,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
06/30/2021,51099,26,King George County,VA,12.4,3331,3330,14.7,3280,16.2,461,12.8,51.2,3867.0,14.4,3866.0,17.1,3797.0,18.8,540.0,15.0,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
06/30/2021,18129,26,Posey County,IN,36.7,9329,9329,42.7,9117,45.8,3510,70.2,98.6,9457.0,37.2,9456.0,43.3,9188.0,46.2,3565.0,71.3,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
06/30/2021,27093,26,Meeker County,MN,36.4,8444,8441,43.0,8247,46.8,3536,74.2,95.0,9383.0,40.4,9367.0,47.7,9059.0,51.4,3827.0,80.3,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
06/30/2021,72039,26,Ciales Municipio,PR,50.9,8048,8048,57.1,7630,58.8,1840,68.5,95.5,9221.0,58.3,9219.0,65.4,8584.0,66.2,2034.0,75.7,High,High VC/High SVI,High VC/High SVI,High VC/High SVI,Mod-High VC/High SVI
06/30/2021,08041,26,El Paso County,CO,37.8,272208,271574,44.8,256497,46.7,50012,52.5,75.6,277357.0,38.5,,0.0,,0.0,,0.0,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
06/30/2021,01055,26,Etowah County,AL,25.9,26473,26470,30.1,26228,32.6,11749,59.4,91.8,32082.0,31.4,32075.0,36.5,31591.0,39.2,13603.0,68.7,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,13049,26,Charlton County,GA,5.5,741,741,6.3,726,6.6,315,14.9,53.1,,0.0,,0.0,,0.0,325.0,15.4,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI
06/30/2021,55135,26,Waupaca County,WI,40.7,20751,20751,46.7,20160,49.5,8861,81.6,97.0,21988.0,43.1,21987.0,49.5,21249.0,52.2,9109.0,83.9,Low,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
06/30/2021,32007,26,Elko County,NV,27.4,14465,14464,33.5,14056,36.6,4113,66.1,94.9,16976.0,32.2,16976.0,39.3,16192.0,42.2,4588.0,73.8,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,18117,26,Orange County,IN,43.0,8446,8446,50.4,8198,54.0,3397,87.3,98.6,8614.0,43.8,8614.0,51.4,8343.0,55.0,3468.0,89.2,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
06/30/2021,39175,26,Wyandot County,OH,36.8,8010,8010,43.0,7844,46.5,3213,74.2,97.6,,0.0,,0.0,,0.0,,0.0,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
06/30/2021,08113,26,San Miguel County,CO,53.8,4399,4390,60.3,4112,60.8,455,36.0,75.6,4793.0,58.6,,0.0,,0.0,,0.0,Low,High VC/Low SVI,High VC/Low SVI,High VC/Low SVI,Low-Mod VC/Low SVI
06/30/2021,46007,26,Bennett County,SD,31.5,1061,1061,40.9,1012,45.4,326,72.9,83.0,1240.0,36.8,1240.0,47.8,1156.0,51.9,351.0,78.5,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
06/30/2021,12087,26,Monroe County,FL,56.5,41915,41913,63.0,41268,65.5,16100,91.3,98.7,49554.0,66.8,49540.0,74.4,48652.0,77.3,18176.0,99.9,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
06/30/2021,28033,26,DeSoto County,MS,31.4,58055,58055,37.3,56235,40.7,16817,68.6,98.3,61682.0,33.4,61675.0,39.6,59423.0,43.0,17793.0,72.6,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
06/30/2021,42079,26,Luzerne County,PA,47.6,151225,151224,54.6,145612,57.2,49155,76.8,93.6,174970.0,55.1,174958.0,63.2,167662.0,65.8,55722.0,87.1,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
06/30/2021,37113,26,Macon County,NC,28.8,10314,10303,32.6,10097,34.5,4327,41.8,96.3,11443.0,31.9,11414.0,36.1,11152.0,38.1,4627.0,44.7,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
06/30/2021,49055,26,Wayne County,UT,36.6,992,991,43.1,979,47.5,383,64.2,96.6,1139.0,42.0,1138.0,49.5,1125.0,54.5,454.0,76.0,Low-Mod,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
06/30/2021,28017,26,Chickasaw County,MS,30.6,5240,5240,36.8,5199,40.5,2248,74.9,98.3,5560.0,32.5,5559.0,39.0,5508.0,42.9,2359.0,78.6,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
06/30/2021,54065,26,Morgan County,WV,2.9,524,524,3.3,506,3.4,193,4.5,56.8,847.0,4.7,847.0,5.3,813.0,5.5,272.0,6.4,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
06/30/2021,13169,26,Jones County,GA,14.9,4288,4288,17.3,4158,18.7,1620,30.8,53.1,4829.0,16.8,4829.0,19.5,4614.0,20.8,1815.0,34.5,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI
06/30/2021,13259,26,Stewart County,GA,13.0,858,858,14.0,847,14.3,366,36.7,53.1,943.0,14.2,943.0,15.4,928.0,15.7,408.0,41.0,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Low-Mod VC/High SVI
06/30/2021,41049,26,Morrow County,OR,37.4,4337,4336,45.5,4178,49.6,1305,67.1,97.7,4748.0,40.9,4745.0,49.8,4568.0,54.2,1374.0,70.6,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
06/30/2021,34017,26,Hudson County,NJ,53.0,356273,356261,62.0,343408,64.1,54863,67.0,92.8,427417.0,63.6,427340.0,74.4,408683.0,76.3,65513.0,80.0,Mod-High,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,49003,26,Box Elder County,UT,28.7,16106,16106,36.1,15341,39.8,4492,60.7,96.6,21136.0,37.7,21133.0,47.3,19960.0,51.7,6175.0,83.5,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
06/30/2021,21197,26,Powell County,KY,38.1,4706,4706,45.3,4580,48.7,1581,78.6,93.3,5210.0,42.2,5209.0,50.2,5041.0,53.6,1700.0,84.5,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
06/30/2021,12039,26,Gadsden County,FL,39.4,17989,17986,46.0,17637,49.3,6742,78.9,98.7,20459.0,44.8,20449.0,52.3,19919.0,55.6,7288.0,85.3,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
06/30/2021,46109,26,Roberts County,SD,39.7,4124,4124,50.0,3989,54.3,1293,63.0,83.0,,0.0,,0.0,,0.0,,0.0,Mod-High,Low-Mod VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,53027,26,Grays Harbor County,WA,43.9,32982,32982,50.8,32071,53.6,12737,76.1,96.1,36653.0,48.8,36652.0,56.4,35420.0,59.2,13669.0,81.6,High,Mod-High VC/High SVI,High VC/High SVI,High VC/High SVI,High VC/High SVI
06/30/2021,31123,26,Morrill County,NE,26.5,1231,1231,31.0,1217,33.8,549,54.6,88.8,1237.0,26.6,,0.0,,0.0,,0.0,Low-Mod,Low VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
06/30/2021,17047,26,Edwards County,IL,28.2,1802,1800,33.1,1776,35.8,868,62.0,97.6,2004.0,31.3,2002.0,36.8,1969.0,39.7,958.0,68.5,Low,Low VC/Low SVI,Low-Mod VC/Low SVI,Low-Mod VC/Low SVI,Mod-High VC/Low SVI
06/30/2021,37173,26,Swain County,NC,39.7,5661,5659,46.6,5446,48.9,2167,77.3,96.3,6599.0,46.2,6596.0,54.3,6268.0,56.3,2354.0,84.0,High,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI,High VC/High SVI
06/30/2021,39083,26,Knox County,OH,32.8,20441,20441,38.5,19850,41.2,8057,69.5,97.6,20929.0,33.6,20927.0,39.4,20230.0,42.0,8268.0,71.3,Low-Mod,Low-Mod VC/Low-Mod SVI,Low-Mod VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
06/30/2021,48251,26,Johnson County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,Mod-High,,,,
06/30/2021,13013,26,Barrow County,GA,11.9,9922,9922,14.3,9492,15.4,3169,29.9,53.1,,0.0,,0.0,,0.0,,0.0,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI
06/30/2021,01093,26,Marion County,AL,23.6,7026,7026,27.3,7006,29.8,3370,52.7,91.8,8197.0,27.6,8197.0,31.8,8158.0,34.7,3796.0,59.4,Mod-High,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Low VC/Mod-High SVI,Mod-High VC/Mod-High SVI
06/30/2021,30093,26,Silver Bow County,MT,48.9,17088,17087,56.7,16383,58.8,5682,83.5,95.5,18094.0,51.8,18090.0,60.0,17267.0,62.0,5987.0,87.9,Mod-High,Mod-High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI,High VC/Mod-High SVI
06/30/2021,25001,26,Barnstable County,MA,4.3,9255,9253,4.8,9217,5.1,4008,6.0,89.2,11615.0,5.5,11612.0,6.0,11536.0,6.4,4876.0,7.3,Low,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI,Low VC/Low SVI
06/30/2021,20059,26,Franklin County,KS,34.9,8920,8920,41.2,8788,45.1,3334,76.7,93.2,10004.0,39.2,10004.0,46.2,9793.0,50.2,3592.0,82.7,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,High VC/Low SVI
06/30/2021,05095,26,Monroe County,AR,34.2,2291,2291,39.8,2252,42.3,914,56.7,89.0,2816.0,42.0,2814.0,48.9,2752.0,51.7,1116.0,69.2,High,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI,Mod-High VC/High SVI
06/30/2021,72133,26,Santa Isabel Municipio,PR,43.5,9223,9222,48.8,8638,49.6,2082,57.7,95.5,10054.0,47.4,10051.0,53.1,9384.0,53.9,2279.0,63.2,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI
06/30/2021,48051,26,Burleson County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,Mod-High,,,,
06/30/2021,26069,26,Iosco County,MI,45.2,11346,11346,50.7,11139,53.2,5493,72.6,94.1,12103.0,48.2,12103.0,54.1,11994.0,57.2,5643.0,74.6,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
06/30/2021,48111,26,Dallam County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,Mod-High,,,,
06/30/2021,48141,26,El Paso County,TX,0.0,0,0,0.0,0,0.0,0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,High,,,,
06/30/2021,05027,26,Columbia County,AR,28.8,6749,6741,33.4,6566,35.3,2551,61.3,89.0,7889.0,33.6,7879.0,39.0,7670.0,41.2,2828.0,68.0,High,Low VC/High SVI,Low-Mod VC/High SVI,Low-Mod VC/High SVI,Mod-High VC/High SVI
06/30/2021,51035,26,Carroll County,VA,7.4,2199,2194,8.3,2148,8.8,1017,13.4,51.2,2584.0,8.7,2578.0,9.7,2521.0,10.3,1136.0,15.0,Low-Mod,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI,Low VC/Low-Mod SVI
06/30/2021,08111,26,San Juan County,CO,39.4,287,285,42.7,260,40.8,29,15.4,75.6,451.0,62.0,449.0,67.2,423.0,66.4,96.0,51.1,Low,Low-Mod VC/Low SVI,Mod-High VC/Low SVI,Mod-High VC/Low SVI,Low VC/Low SVI
06/30/2021,05077,26,Lee County,AR,22.8,2015,2015,25.9,2008,27.8,994,55.6,89.0,2370.0,26.8,2370.0,30.5,2348.0,32.5,1109.0,62.1,High,Low VC/High SVI,Low VC/High SVI,Low VC/High SVI,Mod-High VC/High SVI
06/30/2021,19175,26,Union County,IA,40.3,4928,4928,46.7,4845,50.9,2049,79.6,97.5,5266.0,43.0,5266.0,50.0,5133.0,54.0,2114.0,82.2,Low-Mod,Mod-High VC/Low-Mod SVI,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI
06/30/2021,18041,26,Fayette County,IN,29.2,6741,6741,33.8,6640,36.7,3187,67.2,98.6,6962.0,30.1,6962.0,34.9,6834.0,37.7,3222.0,68.0,Mod-High,Low VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Low-Mod VC/Mod-High SVI,Mod-High VC/Mod-High SVI
